Name,Description,r-testis
ENSG00000273484.1,OR6R2P,-0.018867925
ENSG00000264615.2,RN7SL592P,-0.018867925
ENSG00000270639.1,ECM1P1,-0.018867925
ENSG00000211871.1,TRAJ18,-0.018867925
ENSG00000187483.9,SERPINA13P,-0.018867925
ENSG00000252305.1,SNORA74,-0.018867925
ENSG00000235181.1,AC009892.2,-0.018867925
ENSG00000200354.1,SNORA71D,-0.018867925
ENSG00000233733.1,H2AFZP6,-0.018867925
ENSG00000283400.1,RP11-203E14.1,-0.018867925
ENSG00000231846.1,RP11-494I9.2,-0.018867925
ENSG00000233260.1,RPSAP63,-0.018867925
ENSG00000213423.4,RBMX2P2,-0.018867925
ENSG00000179412.10,HNRNPCL4,-0.018867925
ENSG00000232895.2,RP4-543J13.1,-0.018867925
ENSG00000233888.2,MTCO2P17,-0.018867925
ENSG00000236007.1,MTCO1P46,-0.018867925
ENSG00000230406.2,AC079834.1,-0.018867925
ENSG00000249198.1,RP11-772C9.1,-0.018867925
ENSG00000280318.1,CTB-79E8.4,-0.018867925
ENSG00000276620.1,RP11-300D11.3,-0.018867925
ENSG00000223584.1,TVP23CP1,-0.018867925
ENSG00000242771.1,TRBV5-2,-0.018867925
ENSG00000283537.1,RP11-298A10.2,-0.018867925
ENSG00000231701.1,BMS1P13,-0.018867925
ENSG00000224045.1,RP11-98L5.4,-0.018867925
ENSG00000254825.1,OR9G2P,-0.018867925
ENSG00000270858.1,VDAC1P5,-0.018867925
ENSG00000276888.1,RP11-244H18.1,-0.018867925
ENSG00000211845.1,TRAJ44,-0.018867925
ENSG00000211863.1,TRAJ26,-0.018867925
ENSG00000239323.1,CTD-2213F21.1,-0.018867925
ENSG00000221303.1,SNORA79,-0.018867925
ENSG00000227196.1,IGHD4-23,-0.018867925
ENSG00000279872.1,RP1-59D14.9,-0.018867925
ENSG00000277370.1,SNORD49A,-0.018867925
ENSG00000279094.3,LINC01670,-0.018867925
ENSG00000276929.1,RP11-266I3.9,-0.018867925
ENSG00000272477.1,RP11-158G18.1,-0.018867925
ENSG00000213854.3,CNN2P6,-0.018867925
ENSG00000202517.1,SNORA64,-0.018867925
ENSG00000248105.1,CTD-2218K11.3,-0.018867925
ENSG00000251934.1,RNU6-1143P,-0.018867925
ENSG00000254699.1,RP11-12D16.2,-0.018867925
ENSG00000201155.1,RNU1-24P,-0.018867925
ENSG00000261813.2,RP11-151H2.3,-0.018867925
ENSG00000261774.1,RP11-328J14.2,-0.018867925
ENSG00000270945.1,HSPE1P7,-0.018867925
ENSG00000200842.1,Y_RNA,-0.018867925
ENSG00000236985.1,RP5-1195D24.1,-0.018867925
ENSG00000199676.1,Y_RNA,-0.018867925
ENSG00000201916.1,Y_RNA,-0.018867925
ENSG00000233303.1,XXYLT1-AS1,-0.018867925
ENSG00000250768.1,DPP3P1,-0.018867925
ENSG00000233659.1,NDUFA5P4,-0.018867925
ENSG00000174957.1,OR5J2,-0.018867925
ENSG00000276788.1,SNORD26,-0.018867925
ENSG00000255547.1,RPA2P3,-0.018867925
ENSG00000258437.1,RP11-661G16.1,-0.018867925
ENSG00000259999.1,RP11-252K23.1,-0.018867925
ENSG00000206909.1,SNORA70,-0.018867925
ENSG00000258885.1,RP11-344B23.2,-0.018867925
ENSG00000248766.2,RP11-61K20.1,-0.018867925
ENSG00000220918.1,RP1-92C4.1,-0.018867925
ENSG00000267402.1,TCF4-AS2,-0.018867925
ENSG00000248585.2,RP11-90P5.1,-0.018867925
ENSG00000271286.1,LL0XNC01-39B3.1,-0.018867925
ENSG00000254212.1,RP11-98H4.4,-0.018867925
ENSG00000267463.1,UBE2V2P2,-0.018867925
ENSG00000225024.1,AC015977.5,-0.018867925
ENSG00000261627.1,RP11-91I8.1,-0.018867925
ENSG00000243480.7,AMY2A,-0.018868252
ENSG00000153002.11,CPB1,-0.018868571
ENSG00000229183.8,PGA4,-0.01886884
ENSG00000132703.3,APCS,-0.018871729
ENSG00000091583.10,APOH,-0.018873719
ENSG00000175727.13,MLXIP,-0.018876839
ENSG00000137714.2,FDX1,-0.018879569
ENSG00000096088.16,PGC,-0.018879614
ENSG00000072080.10,SPP2,-0.01887975
ENSG00000250436.1,RP11-622A1.2,-0.018883836
ENSG00000075891.21,PAX2,-0.018885322
ENSG00000248709.1,CTC-505O3.2,-0.018888986
ENSG00000112699.10,GMDS,-0.018889857
ENSG00000275896.5,PRSS2,-0.018899392
ENSG00000181617.5,FDCSP,-0.018903621
ENSG00000196344.11,ADH7,-0.018904412
ENSG00000111732.10,AICDA,-0.018908168
ENSG00000138495.6,COX17,-0.018916032
ENSG00000160181.8,TFF2,-0.018920413
ENSG00000189372.4,RP6-149D17.1,-0.018924544
ENSG00000064835.10,POU1F1,-0.018928298
ENSG00000278236.1,uc_338,-0.018930942
ENSG00000164879.6,CA3,-0.018933101
ENSG00000229314.5,ORM1,-0.0189447
ENSG00000261434.1,CTD-2083E4.7,-0.018953149
ENSG00000232070.8,TMEM253,-0.018960284
ENSG00000255974.7,CYP2A6,-0.018970929
ENSG00000115705.20,TPO,-0.018980151
ENSG00000158731.2,OR10J6P,-0.018985586
ENSG00000029363.16,BCLAF1,-0.018986003
ENSG00000250562.1,RPL38P4,-0.01899639
ENSG00000229457.1,LINC01789,-0.019004813
ENSG00000206072.12,SERPINB11,-0.019007304
ENSG00000168878.16,SFTPB,-0.019008076
ENSG00000185303.16,SFTPA2,-0.01900988
ENSG00000263069.5,CTD-2047H16.4,-0.019011961
ENSG00000173040.12,EVC2,-0.019018491
ENSG00000263002.7,ZNF234,-0.019018651
ENSG00000163631.16,ALB,-0.019023125
ENSG00000230328.2,RP11-35N6.6,-0.01902505
ENSG00000165105.9,RASEF,-0.019029285
ENSG00000110245.11,APOC3,-0.01902979
ENSG00000091138.12,SLC26A3,-0.01903092
ENSG00000211639.2,IGLV4-60,-0.019031565
ENSG00000224689.9,ZNF812P,-0.019035459
ENSG00000211706.2,TRBV6-1,-0.019037382
ENSG00000213934.6,HBG1,-0.019038306
ENSG00000259104.2,PTCSC3,-0.019046915
ENSG00000229988.1,HBBP1,-0.019047891
ENSG00000170835.14,CEL,-0.019051489
ENSG00000131355.14,ADGRE3,-0.019052138
ENSG00000122512.14,PMS2,-0.019054001
ENSG00000231824.3,AKAIN1,-0.019055748
ENSG00000156096.13,UGT2B4,-0.019058895
ENSG00000196091.13,MYBPC1,-0.019059565
ENSG00000228695.10,CES1P1,-0.019062921
ENSG00000177791.11,MYOZ1,-0.019062926
ENSG00000143921.6,ABCG8,-0.019065981
ENSG00000260426.1,RP5-912I13.1,-0.019071937
ENSG00000073605.18,GSDMB,-0.019073847
ENSG00000099937.10,SERPIND1,-0.019089231
ENSG00000136694.8,IL36A,-0.019090497
ENSG00000160460.15,SPTBN4,-0.019091314
ENSG00000255921.1,RP11-662I13.2,-0.019093713
ENSG00000251321.1,PCAT4,-0.019104515
ENSG00000181282.4,OR5AK3P,-0.019115419
ENSG00000261058.1,RP11-252E2.2,-0.01911832
ENSG00000182938.4,OTOP3,-0.019122534
ENSG00000120937.8,NPPB,-0.019131318
ENSG00000267397.1,RP11-873E20.1,-0.019132474
ENSG00000223609.7,HBD,-0.019138
ENSG00000250884.1,OR7E85P,-0.019139017
ENSG00000180432.5,CYP8B1,-0.019144535
ENSG00000152127.8,MGAT5,-0.019146831
ENSG00000137106.17,GRHPR,-0.019149517
ENSG00000257634.1,RP11-850F7.7,-0.019150952
ENSG00000030110.12,BAK1,-0.019152531
ENSG00000244414.6,CFHR1,-0.019164341
ENSG00000172023.7,REG1B,-0.01917541
ENSG00000052795.12,FNIP2,-0.01918056
ENSG00000206172.8,HBA1,-0.019183906
ENSG00000117983.17,MUC5B,-0.019188623
ENSG00000142197.12,DOPEY2,-0.01918939
ENSG00000160868.14,CYP3A4,-0.019193627
ENSG00000146678.9,IGFBP1,-0.019193932
ENSG00000117281.15,CD160,-0.019200507
ENSG00000151790.8,TDO2,-0.019202741
ENSG00000231852.6,CYP21A2,-0.019209806
ENSG00000145321.12,GC,-0.019214256
ENSG00000261012.2,RP11-116D2.1,-0.019214299
ENSG00000009724.16,MASP2,-0.01921747
ENSG00000082146.12,STRADB,-0.019229755
ENSG00000181273.2,OR5AK2,-0.019231221
ENSG00000009765.14,IYD,-0.019231874
ENSG00000260880.2,HCCAT5,-0.019240216
ENSG00000185942.11,NKAIN3,-0.019252754
ENSG00000250629.1,RP11-122C5.3,-0.019257851
ENSG00000256847.1,CCND2P1,-0.019260575
ENSG00000186910.3,SERPINA11,-0.019262244
ENSG00000198753.11,PLXNB3,-0.019271306
ENSG00000164265.8,SCGB3A2,-0.019272812
ENSG00000236352.1,AC005220.3,-0.019273756
ENSG00000234896.1,OR7E62P,-0.019278505
ENSG00000159173.18,TNNI1,-0.019279917
ENSG00000221887.5,HMSD,-0.019283106
ENSG00000165476.13,REEP3,-0.019284141
ENSG00000125255.6,SLC10A2,-0.019291508
ENSG00000257017.8,HP,-0.019293174
ENSG00000079557.4,AFM,-0.019294613
ENSG00000152822.13,GRM1,-0.019299301
ENSG00000111215.11,PRR4,-0.01930301
ENSG00000131069.19,ACSS2,-0.019303323
ENSG00000240045.1,RP11-451G4.2,-0.01930437
ENSG00000226029.1,LINC01772,-0.019311639
ENSG00000158887.15,MPZ,-0.019321376
ENSG00000120837.7,NFYB,-0.019326481
ENSG00000140612.13,SEC11A,-0.019329036
ENSG00000043355.11,ZIC2,-0.019340801
ENSG00000169683.7,LRRC45,-0.019341365
ENSG00000233542.1,RP11-547D24.1,-0.019347255
ENSG00000159763.3,PIP,-0.01934843
ENSG00000279302.3,RP11-16P20.4,-0.019348847
ENSG00000165694.9,FRMD7,-0.019351789
ENSG00000151655.18,ITIH2,-0.019353457
ENSG00000116748.21,AMPD1,-0.019354158
ENSG00000253771.5,TPTE2P1,-0.01935556
ENSG00000048707.13,VPS13D,-0.019357956
ENSG00000158578.18,ALAS2,-0.019359499
ENSG00000187481.2,HSD3BP1,-0.019369663
ENSG00000064195.7,DLX3,-0.019374475
ENSG00000143590.13,EFNA3,-0.019381009
ENSG00000102962.4,CCL22,-0.019386878
ENSG00000161055.3,SCGB3A1,-0.019389918
ENSG00000116785.13,CFHR3,-0.019401917
ENSG00000114204.14,SERPINI2,-0.019423721
ENSG00000129159.7,KCNC1,-0.019430347
ENSG00000268620.1,AC078899.4,-0.019430426
ENSG00000104321.10,TRPA1,-0.019434626
ENSG00000236453.5,AC003092.1,-0.019437579
ENSG00000067533.5,RRP15,-0.019438404
ENSG00000164325.7,TMEM174,-0.019440012
ENSG00000222032.1,AC112721.2,-0.019440545
ENSG00000237767.1,LINC01370,-0.01945956
ENSG00000270170.1,NCBP2-AS2,-0.019467432
ENSG00000267895.1,SIGLEC19P,-0.019471541
ENSG00000185238.12,PRMT3,-0.019474476
ENSG00000109072.13,VTN,-0.019475235
ENSG00000267390.1,RP11-635N19.1,-0.019476749
ENSG00000226779.1,NAALADL2-AS2,-0.019480987
ENSG00000260372.6,AQP4-AS1,-0.019483452
ENSG00000162009.8,SSTR5,-0.019486484
ENSG00000197062.11,ZSCAN26,-0.01950368
ENSG00000211691.2,TRGJP,-0.019508624
ENSG00000129195.15,FAM64A,-0.01951459
ENSG00000263753.6,LINC00667,-0.019527563
ENSG00000143257.11,NR1I3,-0.01953009
ENSG00000230647.1,AC022816.2,-0.019530922
ENSG00000146926.10,ASB10,-0.019532433
ENSG00000181104.6,F2R,-0.019541431
ENSG00000109205.16,ODAM,-0.019559361
ENSG00000197451.11,HNRNPAB,-0.01956353
ENSG00000154198.14,CYP4Z2P,-0.019566263
ENSG00000281769.1,LINC01230,-0.019567452
ENSG00000105954.2,NPVF,-0.01957008
ENSG00000159261.10,CLDN14,-0.019576752
ENSG00000174876.16,AMY1B,-0.019577138
ENSG00000147256.11,ARHGAP36,-0.019577503
ENSG00000108679.12,LGALS3BP,-0.01957868
ENSG00000100387.8,RBX1,-0.019578817
ENSG00000215853.3,RPTN,-0.019582863
ENSG00000211772.11,TRBC2,-0.019584808
ENSG00000101197.12,BIRC7,-0.019595197
ENSG00000204010.3,IFIT1B,-0.019606876
ENSG00000244734.3,HBB,-0.019622489
ENSG00000163581.13,SLC2A2,-0.019625191
ENSG00000129450.8,SIGLEC9,-0.019637009
ENSG00000196268.11,ZNF493,-0.019638979
ENSG00000258175.1,RP11-412H8.2,-0.019639323
ENSG00000074657.13,ZNF532,-0.019645944
ENSG00000228512.2,RP11-281A20.2,-0.019646636
ENSG00000272953.1,RP11-1275H24.2,-0.019648281
ENSG00000137959.15,IFI44L,-0.019648685
ENSG00000108878.4,CACNG1,-0.019649867
ENSG00000261669.1,CTD-2515A14.1,-0.019653296
ENSG00000279942.1,RP1-153P14.7,-0.019657955
ENSG00000272163.1,GS1-72M22.1,-0.019663886
ENSG00000185198.11,PRSS57,-0.019665855
ENSG00000066405.12,CLDN18,-0.019666744
ENSG00000122194.18,PLG,-0.019680935
ENSG00000159184.7,HOXB13,-0.01968289
ENSG00000177576.11,C18orf32,-0.019683054
ENSG00000109163.6,GNRHR,-0.019690273
ENSG00000231799.2,PA2G4P6,-0.019697291
ENSG00000282408.1,RP3-335E1.1,-0.019702275
ENSG00000136883.13,KIF12,-0.019709021
ENSG00000188536.12,HBA2,-0.019715489
ENSG00000249341.1,RP11-317M11.1,-0.019715592
ENSG00000148702.14,HABP2,-0.019720835
ENSG00000219159.4,AC011298.2,-0.019722917
ENSG00000231324.1,AP000696.2,-0.019728352
ENSG00000243230.1,RP11-286H14.8,-0.019732374
ENSG00000253140.1,RP11-567J20.3,-0.019733172
ENSG00000250251.6,PKD1P6,-0.019734153
ENSG00000121594.11,CD80,-0.019734804
ENSG00000279878.1,RP11-286N22.16,-0.019744128
ENSG00000276923.1,RP11-321P16.1,-0.019748755
ENSG00000154342.5,WNT3A,-0.019757247
ENSG00000134827.7,TCN1,-0.019757671
ENSG00000131484.4,RP11-798G7.5,-0.019758076
ENSG00000251025.1,NDUFB5P1,-0.01976157
ENSG00000154889.16,MPPE1,-0.01976398
ENSG00000264384.2,RN7SL431P,-0.019764052
ENSG00000267675.1,RP11-1151B14.2,-0.019764851
ENSG00000163625.15,WDFY3,-0.019766136
ENSG00000104894.11,CD37,-0.019767401
ENSG00000107165.12,TYRP1,-0.019769005
ENSG00000260454.1,RP11-367F23.2,-0.019792253
ENSG00000140323.5,DISP2,-0.019796068
ENSG00000254631.5,RP11-702H23.4,-0.019801287
ENSG00000273694.1,U2,-0.019802916
ENSG00000169174.10,PCSK9,-0.019803174
ENSG00000251685.3,UGT2B27P,-0.019804753
ENSG00000115386.5,REG1A,-0.019805014
ENSG00000160182.2,TFF1,-0.019809213
ENSG00000224776.3,RPSAP50,-0.01980959
ENSG00000159111.12,MRPL10,-0.019814285
ENSG00000146197.8,SCUBE3,-0.019815781
ENSG00000266378.1,RP11-214O1.3,-0.019821117
ENSG00000141086.17,CTRL,-0.0198273
ENSG00000213452.4,AKR1B1P2,-0.019846624
ENSG00000149021.6,SCGB1A1,-0.019850265
ENSG00000255476.1,RP11-1H15.2,-0.01985686
ENSG00000238142.1,RP11-108M9.4,-0.019864401
ENSG00000266208.1,CTD-2267D19.3,-0.019870072
ENSG00000142623.9,PADI1,-0.019879028
ENSG00000125798.14,FOXA2,-0.019889036
ENSG00000152102.17,FAM168B,-0.019889159
ENSG00000122884.12,P4HA1,-0.019889653
ENSG00000103429.10,BFAR,-0.019891059
ENSG00000135925.8,WNT10A,-0.019906859
ENSG00000248646.1,RP11-567N4.2,-0.019911324
ENSG00000130598.15,TNNI2,-0.019915951
ENSG00000259108.2,LINC01595,-0.019918189
ENSG00000258682.1,CTD-2002H8.2,-0.019923232
ENSG00000130173.13,ANGPTL8,-0.019926387
ENSG00000260580.1,RP11-142A12.1,-0.019927054
ENSG00000224114.1,RP11-343H5.4,-0.019930829
ENSG00000115718.17,PROC,-0.019931485
ENSG00000264608.1,RP11-192H23.8,-0.019931725
ENSG00000189057.10,FAM111B,-0.019932385
ENSG00000243135.6,UGT1A3,-0.019938918
ENSG00000108602.17,ALDH3A1,-0.019943683
ENSG00000127884.4,ECHS1,-0.019946285
ENSG00000250529.1,LINC02121,-0.01995154
ENSG00000245849.6,RAD51-AS1,-0.019956662
ENSG00000156469.8,MTERF3,-0.01996062
ENSG00000235934.1,AC007405.8,-0.019961395
ENSG00000014257.15,ACPP,-0.019962185
ENSG00000187672.12,ERC2,-0.019964362
ENSG00000108946.14,PRKAR1A,-0.01997343
ENSG00000160716.5,CHRNB2,-0.019975342
ENSG00000106631.8,MYL7,-0.019975794
ENSG00000211778.2,TRAV4,-0.019977415
ENSG00000222808.1,RNU4-47P,-0.019979117
ENSG00000229740.1,U91324.1,-0.019980973
ENSG00000207721.1,MIR186,-0.019981001
ENSG00000211452.10,DIO1,-0.019982202
ENSG00000160202.7,CRYAA,-0.019987876
ENSG00000280135.1,RP1-47M23.3,-0.020001358
ENSG00000225864.1,HCG4P11,-0.020010032
ENSG00000235385.1,LINC02154,-0.020021344
ENSG00000170477.12,KRT4,-0.020031635
ENSG00000225323.1,Z84721.4,-0.020036173
ENSG00000235535.7,RP11-532N4.2,-0.020036334
ENSG00000234502.2,FYTTD1P1,-0.020040476
ENSG00000197408.8,CYP2B6,-0.020044669
ENSG00000259712.1,CTD-2184D3.5,-0.020045073
ENSG00000197692.5,CBX3P7,-0.020065241
ENSG00000272168.6,CASC15,-0.020065613
ENSG00000279010.3,RP5-1039K5.19,-0.020069003
ENSG00000248740.5,RP11-328K4.1,-0.020073912
ENSG00000183770.5,FOXL2,-0.020077656
ENSG00000261618.1,RP11-79H23.3,-0.02007817
ENSG00000275052.4,PPP4R3B,-0.020087226
ENSG00000183395.4,PMCH,-0.020092421
ENSG00000225978.3,HAR1A,-0.020094908
ENSG00000138136.6,LBX1,-0.020100062
ENSG00000161944.16,ASGR2,-0.020101827
ENSG00000241356.1,OR5G3,-0.020109195
ENSG00000211961.3,IGHV1-45,-0.020112493
ENSG00000164023.14,SGMS2,-0.020113179
ENSG00000162383.11,SLC1A7,-0.020119255
ENSG00000277290.1,RP11-326C3.16,-0.020119628
ENSG00000227729.3,RD3L,-0.020125531
ENSG00000186049.8,KRT73,-0.020134623
ENSG00000169344.15,UMOD,-0.02013644
ENSG00000205649.7,HTN3,-0.020145253
ENSG00000223573.6,TINCR,-0.02014748
ENSG00000204618.8,RNF39,-0.020170156
ENSG00000263278.2,CH17-351M24.1,-0.020185025
ENSG00000114098.17,ARMC8,-0.020192892
ENSG00000169330.8,KIAA1024,-0.020195034
ENSG00000249752.1,RP11-563M4.1,-0.020210846
ENSG00000249173.5,LINC01093,-0.020230575
ENSG00000123349.13,PFDN5,-0.020241087
ENSG00000244618.3,RN7SL334P,-0.020243449
ENSG00000133706.17,LARS,-0.020247947
ENSG00000244617.2,ASPRV1,-0.020254222
ENSG00000237520.1,RP11-443B7.2,-0.020255727
ENSG00000168748.13,CA7,-0.020256892
ENSG00000096006.11,CRISP3,-0.020257821
ENSG00000174992.7,ZG16,-0.020266104
ENSG00000226089.2,RP1-300G12.2,-0.020266197
ENSG00000267444.1,SMUG1P1,-0.020267999
ENSG00000006468.13,ETV1,-0.020274284
ENSG00000276076.4,CH507-152C13.3,-0.020275679
ENSG00000185614.4,FAM212A,-0.020297468
ENSG00000198728.10,LDB1,-0.020299757
ENSG00000007372.21,PAX6,-0.020310637
ENSG00000241186.9,TDGF1,-0.020325837
ENSG00000183347.14,GBP6,-0.020329888
ENSG00000072954.6,TMEM38A,-0.020330437
ENSG00000215712.10,TMEM242,-0.020340112
ENSG00000138109.9,CYP2C9,-0.020343972
ENSG00000260701.1,RP11-449J10.1,-0.020355788
ENSG00000182261.3,NLRP10,-0.020357772
ENSG00000010438.16,PRSS3,-0.020362864
ENSG00000198838.13,RYR3,-0.020363871
ENSG00000203837.4,PNLIPRP3,-0.020364695
ENSG00000240247.7,DEFA1B,-0.020368588
ENSG00000145384.3,FABP2,-0.02036986
ENSG00000168903.8,BTNL3,-0.020369998
ENSG00000174885.12,NLRP6,-0.020374439
ENSG00000251718.1,RNU2-13P,-0.020385484
ENSG00000037280.15,FLT4,-0.020385623
ENSG00000234883.5,MIR155HG,-0.020394602
ENSG00000280077.1,RP11-87H9.4,-0.020401365
ENSG00000145103.12,ILDR1,-0.02040516
ENSG00000255334.1,RP11-708L7.6,-0.020422078
ENSG00000118271.9,TTR,-0.020426414
ENSG00000224652.1,LINC00885,-0.020427792
ENSG00000138741.10,TRPC3,-0.020427939
ENSG00000170099.5,SERPINA6,-0.020432335
ENSG00000221970.1,OR2A1,-0.020432581
ENSG00000211611.2,IGKV6-21,-0.020432918
ENSG00000197616.11,MYH6,-0.020433671
ENSG00000251049.2,RP11-685F15.1,-0.020456582
ENSG00000162365.11,CYP4A22,-0.020461006
ENSG00000205025.8,OR5G5P,-0.020475045
ENSG00000143632.14,ACTA1,-0.020485011
ENSG00000100985.7,MMP9,-0.020488736
ENSG00000254341.2,SNORD87,-0.020490082
ENSG00000231698.2,AP002856.5,-0.020492124
ENSG00000273997.1,RP11-361F15.5,-0.020497181
ENSG00000272369.1,RP11-446N19.1,-0.020507579
ENSG00000261701.6,HPR,-0.020523041
ENSG00000126432.13,PRDX5,-0.020541379
ENSG00000239587.1,AC018730.4,-0.020542233
ENSG00000221996.6,OR52B4,-0.020543078
ENSG00000117322.17,CR2,-0.020570235
ENSG00000100106.19,TRIOBP,-0.020588872
ENSG00000248349.1,RP11-79C6.1,-0.020600763
ENSG00000229118.1,AC068491.2,-0.020603031
ENSG00000212724.3,KRTAP2-3,-0.020607405
ENSG00000279927.1,CTA-212A2.4,-0.020607973
ENSG00000269883.1,RP11-463C8.7,-0.02060826
ENSG00000240089.2,BMS1P3,-0.02060836
ENSG00000278106.1,RP11-589M2.1,-0.020616875
ENSG00000197891.11,SLC22A12,-0.020618762
ENSG00000249203.1,RP11-473L15.3,-0.02062432
ENSG00000211654.2,IGLV5-37,-0.020634268
ENSG00000140873.15,ADAMTS18,-0.020634722
ENSG00000235563.1,RP11-334A14.8,-0.020637624
ENSG00000259094.1,RP11-77A13.1,-0.020651469
ENSG00000187650.3,VMAC,-0.020653124
ENSG00000241307.1,RP11-674E16.1,-0.020656079
ENSG00000136689.18,IL1RN,-0.020660368
ENSG00000188393.8,CLEC2A,-0.02067063
ENSG00000275929.1,AC068831.17,-0.020684357
ENSG00000254704.3,RP11-1036E20.7,-0.020694454
ENSG00000165730.14,STOX1,-0.020701398
ENSG00000241794.1,SPRR2A,-0.020701908
ENSG00000281195.1,ZNF638-IT1,-0.020703655
ENSG00000115361.7,ACADL,-0.020722901
ENSG00000259367.1,RP11-815J21.4,-0.020727777
ENSG00000164266.10,SPINK1,-0.020728096
ENSG00000213689.11,TREX1,-0.020728138
ENSG00000179023.8,KLHDC7A,-0.020728493
ENSG00000164896.19,FASTK,-0.020729935
ENSG00000272159.1,RP11-350N15.6,-0.02074025
ENSG00000163464.7,CXCR1,-0.020744617
ENSG00000104921.14,FCER2,-0.020745064
ENSG00000111669.14,TPI1,-0.020753086
ENSG00000241837.6,ATP5O,-0.020753778
ENSG00000250981.1,RP11-19O2.1,-0.020758271
ENSG00000272841.1,RP3-428L16.2,-0.020770879
ENSG00000261054.1,RP11-6O2.4,-0.02077402
ENSG00000132535.18,DLG4,-0.02077527
ENSG00000240505.8,TNFRSF13B,-0.02077644
ENSG00000234906.9,APOC2,-0.020779112
ENSG00000008735.13,MAPK8IP2,-0.020785496
ENSG00000276538.1,RP11-545G3.2,-0.020790199
ENSG00000163681.14,SLMAP,-0.020792087
ENSG00000117479.12,SLC19A2,-0.020796054
ENSG00000271958.1,RP11-617D20.2,-0.020800772
ENSG00000279717.1,LLNLF-158E9.1,-0.020801951
ENSG00000234117.2,RP11-259P20.1,-0.020804326
ENSG00000236882.7,LINC01554,-0.020810855
ENSG00000084674.14,APOB,-0.020821524
ENSG00000133246.11,PRAM1,-0.020822182
ENSG00000149742.9,SLC22A9,-0.020826748
ENSG00000147689.16,FAM83A,-0.020839761
ENSG00000198077.10,CYP2A7,-0.020861127
ENSG00000162877.12,PM20D1,-0.020871953
ENSG00000185010.13,F8,-0.020883971
ENSG00000238271.2,IFNWP19,-0.020884464
ENSG00000274879.1,RP11-411G2.1,-0.02089263
ENSG00000198216.10,CACNA1E,-0.020895935
ENSG00000260620.1,RP11-883G14.4,-0.020898859
ENSG00000204304.11,PBX2,-0.020900051
ENSG00000132970.12,WASF3,-0.020902451
ENSG00000240056.2,RP11-349J5.2,-0.020907332
ENSG00000105662.15,CRTC1,-0.020913647
ENSG00000214855.9,APOC1P1,-0.020915796
ENSG00000102678.6,FGF9,-0.020921241
ENSG00000181458.10,TMEM45A,-0.020931508
ENSG00000185133.13,INPP5J,-0.020932044
ENSG00000107984.9,DKK1,-0.02094097
ENSG00000248408.1,RP11-452C8.1,-0.02094338
ENSG00000269950.1,AP000962.2,-0.020962295
ENSG00000171189.17,GRIK1,-0.020968675
ENSG00000186146.1,DEFB131,-0.020970829
ENSG00000254491.1,RP11-145O15.2,-0.020974638
ENSG00000279741.1,RP11-44F14.9,-0.020975037
ENSG00000280097.1,RP11-83B20.7,-0.020981301
ENSG00000172922.8,RNASEH2C,-0.020997054
ENSG00000271232.1,CARSP1,-0.020999407
ENSG00000147576.15,ADHFE1,-0.021001345
ENSG00000121864.9,ZNF639,-0.021015402
ENSG00000144820.7,ADGRG7,-0.021017478
ENSG00000055955.15,ITIH4,-0.021039179
ENSG00000123838.10,C4BPA,-0.021047988
ENSG00000188051.6,TMEM221,-0.021053953
ENSG00000250361.7,GYPB,-0.021057346
ENSG00000174437.16,ATP2A2,-0.021058984
ENSG00000241464.3,RPL39P38,-0.021086364
ENSG00000167701.13,GPT,-0.021086996
ENSG00000204338.8,CYP21A1P,-0.021087764
ENSG00000169783.12,LINGO1,-0.021119297
ENSG00000231013.1,AC013275.2,-0.021122534
ENSG00000214266.2,STARP1,-0.021123824
ENSG00000167916.4,KRT24,-0.021127683
ENSG00000131459.12,GFPT2,-0.021128994
ENSG00000043039.6,BARX2,-0.021134654
ENSG00000092067.5,CEBPE,-0.021140207
ENSG00000170054.14,SERPINA9,-0.0211423
ENSG00000159182.4,PRAC1,-0.021144619
ENSG00000185046.18,ANKS1B,-0.021152433
ENSG00000164144.15,ARFIP1,-0.021160516
ENSG00000110777.11,POU2AF1,-0.021161248
ENSG00000184659.5,FOXD4L4,-0.021165275
ENSG00000087085.13,ACHE,-0.021185139
ENSG00000276085.1,CCL3L3,-0.021189737
ENSG00000178531.5,CTXN1,-0.021200331
ENSG00000171608.15,PIK3CD,-0.021202624
ENSG00000137265.14,IRF4,-0.021205473
ENSG00000239205.1,LINC02023,-0.021214057
ENSG00000260001.6,TGFBR3L,-0.021225266
ENSG00000128438.10,TBC1D27,-0.021227203
ENSG00000145217.13,SLC26A1,-0.021231504
ENSG00000141682.11,PMAIP1,-0.021248967
ENSG00000196611.4,MMP1,-0.021258932
ENSG00000226601.1,RP11-239E10.3,-0.021262969
ENSG00000250385.1,RP11-310P5.2,-0.021264605
ENSG00000123500.9,COL10A1,-0.021278246
ENSG00000198860.11,TSEN15,-0.021281841
ENSG00000242407.1,CTD-2377D24.4,-0.021282117
ENSG00000167748.10,KLK1,-0.021291963
ENSG00000183607.9,GKN2,-0.021296975
ENSG00000270605.1,RP5-1092A3.4,-0.021300049
ENSG00000138606.19,SHF,-0.021306611
ENSG00000263680.2,RP11-57A1.1,-0.021323504
ENSG00000160870.12,CYP3A7,-0.021327891
ENSG00000116824.4,CD2,-0.021339034
ENSG00000092421.16,SEMA6A,-0.021352806
ENSG00000099942.12,CRKL,-0.021387372
ENSG00000249073.1,WSPAR,-0.021395409
